"","rownames.filtered.","expres"
"SMIM43","SMIM43",5.76611558558559
"RNU1-89P","RNU1-89P",4.94625117117117
"MAML3","MAML3",6.91984144144144
"INPP4B","INPP4B",4.03831720720721
"TMEM154","TMEM154",7.2520381981982
"SFRP2","SFRP2",5.63455594594595
"DCHS2","DCHS2",5.4011672972973
"PLRG1","PLRG1",4.5515481981982
"RNU6-1285P","RNU6-1285P",4.77556981981982
"RNU6-1336P","RNU6-1336P",3.83937603603604
"SDHA","SDHA",5.48283369369369
"TRIO","TRIO",4.42258873873874
"BASP1","BASP1",4.07738972972973
"HSPD1P1","HSPD1P1",6.16163387387387
"SUB1","SUB1",4.53466522522523
"OSMR","OSMR",5.45080954954955
"C7","C7",5.51365306306306
"DDX4","DDX4",5.34438585585586
"RNU6-299P","RNU6-299P",8.17151423423423
"C5orf64","C5orf64",5.52313846846847
"SLC30A5","SLC30A5",3.56116693693694
"BDP1","BDP1",4.18610423423423
"MAP1B","MAP1B",9.65810963963964
"TNPO1","TNPO1",4.16599198198198
"HMGCR","HMGCR",3.9202909009009
"ACTBP2","ACTBP2",6.84222792792793
"SCAMP1","SCAMP1",4.13081171171171
"TENT2","TENT2",4.40137864864865
"VCAN","VCAN",6.51425072072072
"RNU6-620P","RNU6-620P",5.10204081081081
"RHOBTB3","RHOBTB3",4.71501900900901
"LINC01554","LINC01554",5.85734792792793
"PAM","PAM",4.44465522522523
"EIF3KP1","EIF3KP1",4.96229153153153
"RN7SKP122","RN7SKP122",5.92876891891892
"RNU6-373P","RNU6-373P",6.69054063063063
"RNU6-701P","RNU6-701P",4.14548864864865
"FAM170A","FAM170A",5.19975864864865
"CTXN3","CTXN3",5.02775216216216
"SLC12A2","SLC12A2",4.74629972972973
"SLC27A6","SLC27A6",5.00109774774775
"CDC42SE2","CDC42SE2",5.42421936936937
"IL3","IL3",5.66508261261261
"RAD50","RAD50",3.95000342342342
"RN7SL541P","RN7SL541P",4.63920927927928
"CATSPER3","CATSPER3",6.10732711711712
"TGFBI","TGFBI",4.77903531531532
"CTNNA1","CTNNA1",5.79372657657658
"MATR3","MATR3",4.25041774774775
"RNU5B-4P","RNU5B-4P",4.85119216216216
"UBE2D2","UBE2D2",3.74637864864865
"FBXO38","FBXO38",4.00069765765766
"CDX1","CDX1",7.73136990990991
"LARP1","LARP1",4.47694378378378
"CCNG1","CCNG1",3.65241504504504
"RPLP0P6","RPLP0P6",5.0920236036036
"TENM2","TENM2",6.56100099099099
"RPL10","RPL10",7.22927072072072
"LTC4S","LTC4S",7.49685711711712
"RN7SKP150","RN7SKP150",4.61787387387387
"CNOT6","CNOT6",3.46549576576577
"MTCO1P31","MTCO1P31",3.74924783783784
"DAP","DAP",4.5176927027027
"RNU6-660P","RNU6-660P",4.32265288288288
"FTH1P10","FTH1P10",6.28363927927928
"H3Y2","H3Y2",6.67298666666667
"GOLPH3","GOLPH3",4.62449531531532
"RNU6-1079P","RNU6-1079P",4.63784288288288
"ZFR","ZFR",4.69387342342342
"DAB2","DAB2",4.71088486486487
"PLK2","PLK2",3.85927135135135
"TBCA","TBCA",5.71623756756757
"RNU6-183P","RNU6-183P",4.07353774774775
"LHFPL2","LHFPL2",3.83837882882883
"RPS23","RPS23",5.46938801801802
"EDIL3","EDIL3",4.45214702702703
"MT-ND6","MT-ND6",6.20031531531531
"SPATA9","SPATA9",4.87994153153153
"RNU6-524P","RNU6-524P",4.98334711711712
"CHD1","CHD1",3.62642702702703
"RN7SKP230","RN7SKP230",5.3342272972973
"HMGN2P27","HMGN2P27",4.69773927927928
"LOX","LOX",3.80118225225225
"AFF4","AFF4",4.84725738738739
"CDKL3","CDKL3",5.19483558558559
"RNU6-1311P","RNU6-1311P",4.15401918918919
"MTND4LP30","MTND4LP30",5.26004063063063
"RNU6-1148P","RNU6-1148P",3.85983864864865
"SNORD63","SNORD63",5.58680585585586
"GPR151","GPR151",4.99491387387387
"DPYSL3","DPYSL3",4.35590927927928
"SPINK1","SPINK1",5.59404243243243
"C5orf46","C5orf46",6.92462009009009
"RNU6-588P","RNU6-588P",4.99813018018018
"CD74","CD74",6.2314972972973
"CLINT1","CLINT1",5.01735513513514
"RNU2-48P","RNU2-48P",4.83269612612613
"MIR103A1","MIR103A1",4.68071837837838
"DUSP1","DUSP1",4.86466576576577
"BOD1","BOD1",3.95196612612613
"HNRNPH1","HNRNPH1",4.72478513513513
"RACK1","RACK1",6.71587612612613
"PRPF4B","PRPF4B",3.90431657657658
"H2BC1","H2BC1",4.10975162162162
"OR2J1","OR2J1",4.27119945945946
"HCG9","HCG9",5.96354171171171
"HLA-J","HLA-J",5.31791801801802
"POLR1H","POLR1H",6.04725621621622
"CSNK2B","CSNK2B",5.26600342342342
"HLA-DRA","HLA-DRA",6.18768828828829
"SLC39A7","SLC39A7",4.1739554954955
"SRSF3","SRSF3",4.4606772972973
"UBR2","UBR2",4.17755855855856
"RNU6-890P","RNU6-890P",4.83161108108108
"CD2AP","CD2AP",5.24711657657658
"FBXO9","FBXO9",9.10744108108108
"SLC25A51P1","SLC25A51P1",4.90106954954955
"SENP6","SENP6",4.61505288288288
"TTK","TTK",5.16979981981982
"PNRC1","PNRC1",5.08266981981982
"RN7SL336P","RN7SL336P",6.15373981981982
"UFL1","UFL1",4.04965009009009
"PRDM1","PRDM1",3.52665738738739
"AMD1","AMD1",3.95628954954955
"MARCKS","MARCKS",4.59097531531532
"RNU6-1286P","RNU6-1286P",4.50738468468469
"GJA1","GJA1",3.75572810810811
"FABP7","FABP7",5.51705243243243
"LAMA2","LAMA2",4.70774405405405
"RN7SKP245","RN7SKP245",4.4339
"RPS12","RPS12",4.50056
"TNFAIP3","TNFAIP3",3.91248522522523
"GRM1","GRM1",5.61546675675676
"AKAP12","AKAP12",3.38303225225225
"IGF2R","IGF2R",4.46768801801802
"QKI","QKI",3.91980117117117
"SERPINB1","SERPINB1",5.67827702702703
"SSR1","SSR1",4.52466720720721
"CAGE1","CAGE1",5.65147666666667
"RANBP9","RANBP9",4.34057684684685
"NUP153","NUP153",4.10835297297297
"KIF13A","KIF13A",3.60259558558559
"MBOAT1","MBOAT1",3.86596171171171
"RN7SL128P","RN7SL128P",3.85124405405405
"RIPOR2","RIPOR2",6.28743405405405
"RNU2-62P","RNU2-62P",4.60509063063063
"HLA-C","HLA-C",5.34420513513513
"HLA-DMB","HLA-DMB",4.51896243243243
"HLA-DPA1","HLA-DPA1",6.62618099099099
"HLA-DPA2","HLA-DPA2",5.82783936936937
"STK38","STK38",3.86161171171171
"PEX6","PEX6",6.83641126126126
"ELOVL5","ELOVL5",4.15276297297297
"RN7SKP256","RN7SKP256",4.71446342342342
"RPL39","RPL39",5.51250621621622
"PHIP","PHIP",4.50732261261261
"TENT5A","TENT5A",3.86601351351351
"UBE2J1","UBE2J1",4.3280345045045
"PNISR","PNISR",5.22735594594595
"SEC63","SEC63",5.87610612612613
"MTHFD2P3","MTHFD2P3",6.32268963963964
"CD164","CD164",4.93933936936937
"PPIL6","PPIL6",6.2964072972973
"FYN","FYN",3.30151675675676
"HDAC2","HDAC2",4.29959918918919
"TSPYL1","TSPYL1",5.36408054054054
"GOPC","GOPC",3.70131576576577
"RNU6-214P","RNU6-214P",4.77082990990991
"SERINC1","SERINC1",4.56648594594595
"TRDN","TRDN",5.24932486486486
"ECHDC1","ECHDC1",4.23048288288288
"TMEM244","TMEM244",4.83355738738739
"CCN2","CCN2",5.5695809009009
"BCLAF1P2","BCLAF1P2",4.82840522522523
"IFNGR1","IFNGR1",4.89473045045045
"OLIG3","OLIG3",5.15334747747748
"PERP","PERP",4.47487405405405
"REPS1","REPS1",3.63582855855856
"RN7SKP106","RN7SKP106",5.11469648648649
"RNU1-33P","RNU1-33P",4.43693522522523
"DYNLT1","DYNLT1",3.7000809009009
"OSTCP1","OSTCP1",5.72103900900901
"SOD2","SOD2",5.33517
"THBS2","THBS2",5.99810828828829
"AHR","AHR",4.86596342342342
"MPP6","MPP6",3.3749581981982
"FKBP9","FKBP9",3.81397261261261
"CDK13","CDK13",4.11614054054054
"SNORA22B","SNORA22B",4.68723900900901
"MTND2P6","MTND2P6",3.91440783783784
"RNU6-1254P","RNU6-1254P",4.31513846846847
"TMEM248","TMEM248",4.62144324324324
"RN7SL43P","RN7SL43P",5.20499972972973
"RNU6-863P","RNU6-863P",4.97166567567568
"RNA5SP235","RNA5SP235",6.24210693693694
"COL1A2","COL1A2",7.3964436036036
"RNU6-1328P","RNU6-1328P",5.75447405405405
"CASD1","CASD1",3.92102135135135
"GPR22","GPR22",4.33988927927928
"ARF5","ARF5",3.91811702702703
"SND1","SND1",4.50630261261261
"CPA2","CPA2",4.72558531531531
"CPA4","CPA4",7.05272648648649
"CPA1","CPA1",5.57192252252252
"MEST","MEST",8.27255603603604
"FLJ40288","FLJ40288",4.75678306306306
"EXOC4","EXOC4",4.14188198198198
"RNU6-85P","RNU6-85P",4.00883153153153
"PRSS2","PRSS2",4.36559801801802
"EPHB6","EPHB6",8.46144513513513
"GSTK1","GSTK1",4.40894081081081
"OR2A20P","OR2A20P",3.46524162162162
"CNTNAP2","CNTNAP2",6.22291423423423
"RNU6-604P","RNU6-604P",4.49273855855856
"GALNT11","GALNT11",4.23627414414414
"ACTB","ACTB",7.05993540540541
"EIF2AK1","EIF2AK1",3.97040954954955
"SOSTDC1","SOSTDC1",5.33413036036036
"IL6-AS1","IL6-AS1",7.42689369369369
"TRA2A","TRA2A",4.50247864864865
"HNRNPA2B1","HNRNPA2B1",5.30185648648649
"KIAA0087","KIAA0087",6.35105495495495
"SKAP2","SKAP2",4.42202783783784
"VPS41","VPS41",4.79925207207207
"SNORA20B","SNORA20B",4.46302153153153
"RNU6-1097P","RNU6-1097P",3.71323387387387
"RNU6-1229P","RNU6-1229P",4.05138657657658
"GUSB","GUSB",4.02888468468468
"BAZ1B","BAZ1B",4.43551864864865
"SEMA3C","SEMA3C",4.06561414414414
"PON1","PON1",6.4280109009009
"TMEM130","TMEM130",7.5788218018018
"LAMB1","LAMB1",5.10924117117117
"RNA5SP240","RNA5SP240",3.98357243243243
"FAM3C2P","FAM3C2P",4.20572891891892
"RNF133","RNF133",4.27995009009009
"UBE2H","UBE2H",4.29963900900901
"RNU6-206P","RNU6-206P",4.3873772972973
"SLC37A3","SLC37A3",4.06738081081081
"KMT2C","KMT2C",4.57615495495495
"TUSC3","TUSC3",3.82999801801802
"RPL32P19","RPL32P19",4.76525882882883
"PCM1","PCM1",5.08266801801802
"NAT1","NAT1",5.21710153153153
"RNU6-892P","RNU6-892P",4.93097108108108
"RNU6-336P","RNU6-336P",4.66771423423423
"HMBOX1","HMBOX1",3.60081027027027
"RN7SL457P","RN7SL457P",5.93313189189189
"RNU6-988P","RNU6-988P",4.30052072072072
"ADAM9","ADAM9",6.34584468468468
"GOLGA7","GOLGA7",4.23019954954955
"AP3M2","AP3M2",3.51163603603604
"HOOK3","HOOK3",3.82448612612613
"RNU6-665P","RNU6-665P",4.16123306306306
"UBE2V2","UBE2V2",3.83021144144144
"YTHDF3","YTHDF3",3.40933882882883
"PREX2","PREX2",3.28984531531532
"SULF1","SULF1",5.58600594594595
"RN7SKP29","RN7SKP29",4.52451369369369
"RPSAP47","RPSAP47",3.88145594594595
"WWP1","WWP1",4.51899963963964
"CNBD1","CNBD1",4.86076054054054
"LINC00534","LINC00534",4.15057189189189
"PTDSS1","PTDSS1",3.73980252252252
"LAPTM4B","LAPTM4B",4.14135603603604
"POLR2K","POLR2K",3.61042396396396
"EMC2","EMC2",3.84860576576577
"MAL2","MAL2",5.51665648648649
"RN7SL396P","RN7SL396P",7.50871459459459
"DEPTOR","DEPTOR",8.85655891891892
"FAM91A1","FAM91A1",3.80093630630631
"ZNF572","ZNF572",5.11180477477478
"EFR3A","EFR3A",4.61061954954955
"KHDRBS3","KHDRBS3",3.1285072972973
"MFHAS1","MFHAS1",3.54545468468468
"FAM167A","FAM167A",5.71315846846847
"OR7E8P","OR7E8P",4.17447234234234
"FGL1","FGL1",5.69559990990991
"SARAF","SARAF",5.27276423423423
"PPP2CB","PPP2CB",4.12958648648649
"PLAT","PLAT",5.42529612612613
"SLC20A2","SLC20A2",4.63359126126126
"PRKDC","PRKDC",4.3875363963964
"RNU6-295P","RNU6-295P",5.6178963963964
"PXDNL","PXDNL",6.12421828828829
"PCMTD1","PCMTD1",5.71625099099099
"VCPIP1","VCPIP1",4.24475081081081
"ARFGEF1","ARFGEF1",4.35904882882883
"TRAM1","TRAM1",6.22634900900901
"SLC10A5","SLC10A5",4.77320423423423
"TSPYL5","TSPYL5",7.64372261261261
"FBXO43","FBXO43",5.25362414414414
"SNX31","SNX31",6.72702315315315
"PABPC1","PABPC1",5.54081207207207
"RNU4-83P","RNU4-83P",5.38652297297297
"RNU6-1224P","RNU6-1224P",4.57660927927928
"RSPO2","RSPO2",5.29803423423423
"RNA5SP276","RNA5SP276",5.18677369369369
"HAS2","HAS2",3.93653927927928
"DERL1","DERL1",4.02082666666667
"ST3GAL1","ST3GAL1",3.37657225225225
"ZNF34","ZNF34",6.67235153153153
"RPL8","RPL8",6.14703756756757
"RNA5SP279","RNA5SP279",4.32949099099099
"SELENOTP1","SELENOTP1",4.73659054054054
"IFNK","IFNK",5.62817693693694
"RNA5SP281","RNA5SP281",5.05806441441441
"ACO1","ACO1",4.3556436036036
"ANKRD18B","ANKRD18B",6.24844918918919
"ANXA2P2","ANXA2P2",6.15275846846847
"IL11RA","IL11RA",6.9927790990991
"GLULP4","GLULP4",6.14707333333333
"ANXA1","ANXA1",5.82571666666667
"RNU6-445P","RNU6-445P",4.12749675675676
"OSTF1","OSTF1",3.85793810810811
"NAA35","NAA35",4.39448810810811
"MFSD14B","MFSD14B",4.64425693693694
"RNF20","RNF20",3.51304927927928
"SLC44A1","SLC44A1",5.28613261261261
"UGCG","UGCG",4.23105936936937
"RN7SL181P","RN7SL181P",5.17572810810811
"OR1K1","OR1K1",5.25702630630631
"GAPVD1","GAPVD1",3.59780054054054
"ZBTB43","ZBTB43",7.30191702702703
"PTGES2-AS1","PTGES2-AS1",4.35006477477477
"GFI1B","GFI1B",8.36719126126126
"GTF3C5","GTF3C5",7.5580445045045
"RPS6","RPS6",5.43906882882883
"DCAF12","DCAF12",3.75757
"SIT1","SIT1",6.91340468468468
"RMRP","RMRP",6.49714522522522
"YBX1P10","YBX1P10",5.61765405405405
"TMEM252","TMEM252",4.98339792792793
"KLF9","KLF9",3.71260927927928
"CEMIP2","CEMIP2",4.82073522522523
"ZFAND5","ZFAND5",5.44337693693694
"TRPM6","TRPM6",6.12792666666667
"GNAQ","GNAQ",4.08057468468468
"MTND2P8","MTND2P8",4.89113675675676
"TLE1","TLE1",3.11991945945946
"UBQLN1","UBQLN1",4.10483873873874
"GKAP1","GKAP1",5.12386126126126
"SLC28A3","SLC28A3",7.37541216216216
"C9orf153","C9orf153",4.7857909009009
"IARS1","IARS1",5.00259918918919
"ASPN","ASPN",5.26745810810811
"PTCH1","PTCH1",7.78430378378378
"SLC35D2","SLC35D2",3.9263645045045
"RPS2P35","RPS2P35",5.40852117117117
"ABCA1","ABCA1",4.13519315315315
"RNA5SP292","RNA5SP292",3.90908873873874
"RNU6-996P","RNU6-996P",3.8635918018018
"TMEM245","TMEM245",5.12762756756757
"TXNDC8","TXNDC8",4.28063441441441
"SVEP1","SVEP1",3.75819369369369
"RNU6-1039P","RNU6-1039P",4.52683261261261
"ECPAS","ECPAS",4.51512657657658
"SUSD1","SUSD1",3.44296279279279
"TPT1P9","TPT1P9",4.43834189189189
"BRINP1","BRINP1",5.80899891891892
"GSN-AS1","GSN-AS1",5.16921477477477
"STOM","STOM",4.71838045045045
"GOLGA1","GOLGA1",7.14423387387387
"MIR199B","MIR199B",4.27931072072072
"GOLGA2","GOLGA2",3.74637027027027
"PLCXD1","PLCXD1",6.74430072072072
"CD99","CD99",5.87153900900901
"XG","XG",5.89153945945946
"PRPS2","PRPS2",3.72989189189189
"SYAP1","SYAP1",3.83568972972973
"PDHA1","PDHA1",4.48836810810811
"CXorf58","CXorf58",5.99966261261261
"EIF2S3","EIF2S3",5.25950648648649
"ZFX","ZFX",3.67425891891892
"USP9X","USP9X",4.62837378378378
"RNA5SP502","RNA5SP502",5.55707954954955
"DDX3X","DDX3X",5.49567981981982
"CXXC1P1","CXXC1P1",5.16603459459459
"RNA5SP503","RNA5SP503",4.37533126126126
"PLP2","PLP2",5.68338522522523
"MSN","MSN",5.39104873873874
"MIR223HG","MIR223HG",5.46756162162162
"YIPF6","YIPF6",4.61455963963964
"IGBP1","IGBP1",3.66705405405405
"ITGB1BP2","ITGB1BP2",5.91399486486486
"GCNA","GCNA",5.68467342342342
"ZCCHC13","ZCCHC13",4.69569279279279
"LPAR4","LPAR4",5.31640792792793
"SH3BGRL","SH3BGRL",3.91781954954955
"TGIF2LY","TGIF2LY",5.67845207207207
"KRT18P10","KRT18P10",3.60612018018018
"SRPX2","SRPX2",4.62315972972973
"NCBP2L","NCBP2L",4.42894567567568
"NXT2","NXT2",8.41347783783784
"PLS3","PLS3",4.61337846846847
"AGTR2","AGTR2",4.70357720720721
"ZCCHC12","ZCCHC12",5.01800441441441
"SLC25A5","SLC25A5",4.94497369369369
"PHF6","PHF6",3.45368387387387
"FMR1","FMR1",3.55768144144144
"RPL7L1P11","RPL7L1P11",7.16651018018018
"BGN","BGN",5.86470378378378
"TMLHE-AS1","TMLHE-AS1",4.50459954954955
"SLC25A6","SLC25A6",5.62576603603604
"MXRA5","MXRA5",5.07810198198198
"RNU4-6P","RNU4-6P",5.11896441441441
"ACOT9","ACOT9",4.09265810810811
"RNU6-641P","RNU6-641P",4.64586378378378
"RN7SL15P","RN7SL15P",6.9790327027027
"RNU6-1321P","RNU6-1321P",4.24514009009009
"RN7SL144P","RN7SL144P",4.32597837837838
"RNU6-630P","RNU6-630P",4.83637927927928
"PCSK1N","PCSK1N",3.96348063063063
"RNU6-504P","RNU6-504P",4.68218594594595
"GABRE","GABRE",3.41451297297297
"FLNA","FLNA",5.37700252252252
"CD24P4","CD24P4",4.91159117117117
"HLA-G","HLA-G",4.2868645045045
"HLA-A","HLA-A",6.08235234234234
"OR5V1","OR5V1",5.21689207207207
"PCDHA2","PCDHA2",7.85674765765766
"RAB7B","RAB7B",7.25998657657658
"PEDS1-UBE2V1","PEDS1-UBE2V1",5.99386297297297
"NME1-NME2","NME1-NME2",5.1078518018018
